statement,label,statement_id,source
Agricultural Bank of China engages in the provision of international commercial banking and financial services.,1,547,companies
Airbus Group operates in the industry of aerospace & defense.,1,548,companies
Itau Unibanco Holding has headquarters in Brazil.,1,549,companies
Shanghai Pudong Development Bank provides banking and financial services.,1,550,companies
"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",1,551,companies
Sumitomo Mitsui Financial operates in the industry of banking.,1,552,companies
Prudential Financial operates in the industry of diversified financials.,1,553,companies
Anheuser-Busch InBev has headquarters in Belgium.,1,554,companies
National Australia Bank engages in the provision of banking and financial services.,1,555,companies
AXA has headquarters in France.,1,556,companies
Itochu engages in business of product trading and business investment activities.,1,557,companies
Bank of Nova Scotia operates in the industry of banking.,1,558,companies
"Sanofi engages in the research, production and distribution of pharmaceutical products.",1,559,companies
Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services.,1,560,companies
Electricite de France has headquarters in France.,1,561,companies
Roche Holding has headquarters in Switzerland.,1,562,companies
The Home Depot operates in the industry of retailing.,1,563,companies
CNOOC has headquarters in Hong Kong.,1,564,companies
Postal Savings Bank of China operates in the industry of banking.,1,565,companies
Charter Communications operates in the industry of media.,1,566,companies
United Parcel Service operates in the industry of transportation.,1,567,companies
Hitachi has headquarters in United States.,1,568,companies
Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services.,1,569,companies
Tencent Holdings has headquarters in China.,1,570,companies
"China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services.",1,571,companies
Rio Tinto has headquarters in Australia.,1,572,companies
"Anheuser-Busch InBev operates in the industry of food, drink & tobacco.",1,573,companies
China Mobile operates as an investment holding company.,1,574,companies
"Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products.",1,575,companies
Manulife operates in the industry of insurance.,1,576,companies
Chubb operates in the industry of insurance.,1,577,companies
Toyota Motor engages in the manufacture and sale of motor vehicles and parts.,1,578,companies
"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.",1,579,companies
BNP Paribas has headquarters in France.,1,580,companies
HCA Healthcare operates in the industry of health care equipment & services.,1,581,companies
Bank of Communications has headquarters in China.,1,582,companies
"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",1,583,companies
Micron Technology engages in the provision of innovative memory and storage solutions.,1,584,companies
RBC engages in the provision of banking and financial solutions.,1,585,companies
China Shenhua Energy operates in the industry of materials.,1,586,companies
"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.",1,587,companies
Itochu operates in the industry of trading companies.,1,588,companies
Mitsubishi operates in the industry of trading companies.,1,589,companies
State Bank of India engages in the provision of commercial banking services.,1,590,companies
Public Joint Stock Company Gazprom has headquarters in Russia.,1,591,companies
Fubon Financial has headquarters in Taiwan.,1,592,companies
Samsung Group operates in the industry of technology.,1,593,companies
American International Group operates in the industry of insurance.,1,594,companies
"Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.",1,595,companies
Walmart has headquarters in United States.,1,596,companies
Eni has headquarters in Italy.,1,597,companies
Toyota Motor has headquarters in Japan.,1,598,companies
Tencent Holdings operates in the industry of it software & services.,1,599,companies
"Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.",1,600,companies
American International Group has headquarters in United States.,1,601,companies
Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles.,1,602,companies
Chevron has headquarters in United States.,1,603,companies
Banco Bradesco operates in the industry of banking.,1,604,companies
Generali Group engages in the provision of insurance and financial products.,1,605,companies
ENGIE operates in the industry of oil & gas operations.,1,606,companies
China Petroleum & Chemical operates in the industry of oil & gas operations.,1,607,companies
Munich Reinsurance engages in the provision of insurance and reinsurance services.,1,608,companies
"Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products.",1,609,companies
HCA Healthcare has headquarters in United States.,1,610,companies
AT&T operates in the industry of telecommunications services.,1,611,companies
Electricite de France operates in the industry of utilities.,1,612,companies
Anglo American has headquarters in United Kingdom.,1,613,companies
China State Construction Engineering operates in the industry of construction.,1,614,companies
Microsoft has headquarters in United States.,1,615,companies
Hyundai Motor operates in the industry of consumer durables.,1,616,companies
PetroChina has headquarters in China.,1,617,companies
"ArcelorMittal is a holding company, which engages in steelmaking and mining activities.",1,618,companies
Bank of Montreal provides banking and financial services to individuals and institutions.,1,619,companies
E.ON operates in the industry of utilities.,1,620,companies
SoftBank has headquarters in Japan.,1,621,companies
"Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity.",1,622,companies
"PetroChina engages in the petroleum related products, services and activities.",1,623,companies
"GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.",1,624,companies
Samsung Group has headquarters in South Korea.,1,625,companies
PepsiCo has headquarters in United States.,1,626,companies
ING Group operates in the industry of diversified financials.,1,627,companies
Banco Bradesco has headquarters in Brazil.,1,628,companies
"Truist Financial operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.",1,629,companies
"Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services.",1,630,companies
Shanghai Pudong Development Bank has headquarters in China.,1,631,companies
Linde has headquarters in United Kingdom.,1,632,companies
"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",1,633,companies
Sanofi has headquarters in France.,1,634,companies
"Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",1,635,companies
"VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.",1,636,companies
SK Hynix operates in the industry of semiconductors.,1,637,companies
"Intel engages in the design, manufacture and sale of computer products and technologies.",1,638,companies
Mitsubishi UFJ Financial Group operates in the industry of banking.,1,639,companies
Exxon Mobil has headquarters in United States.,1,640,companies
SoftBank operates in the industry of telecommunications services.,1,641,companies
Wells Fargo has headquarters in United States.,1,642,companies
"FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",1,643,companies
Roche Holding operates in the industry of drugs & biotechnology.,1,644,companies
Manulife has headquarters in Canada.,1,645,companies
China Construction Bank operates in the industry of banking.,1,646,companies
ENGIE has headquarters in France.,1,647,companies
BNP Paribas engages in the provision of banking and financial services.,1,648,companies
Charles Schwab Corporation operates in the industry of diversified financials.,1,649,companies
Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services.,1,650,companies
Shell has headquarters in Netherlands.,1,651,companies
Alphabet has headquarters in United States.,1,652,companies
America Movil engages in the provision of telecommunications services.,1,653,companies
Meta Platforms has headquarters in United States.,1,654,companies
U.S. Bancorp has headquarters in United States.,1,655,companies
Reliance Industries operates in the industry of gas & oil operations.,1,656,companies
